﻿TRAVEL_ID,LODGING_NM,LODGING_PAYMENT_SEQ,LODGING_TYPE_CD,RSVT_YN,CHK_IN_DT_MIN,CHK_OUT_DT_MIN,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
e_e000013,해브펀캠핑어라운드,0,5,Y,,,4,,,경기 파주시 월롱면 도감로 130,경기 파주시 월롱면 위전리 89-1,,,,1,240000,
e_e000020,파로티아워터하우스,1,1,Y,,,1,,아고다,서울 중구 을지로 100,서울 중구 을지로2가 203,3101006,1114010500,2023-04-29 00:00,1,84375,파로티아 워터하우스 호텔
e_e000021,호텔헤르메스,1,1,N,,,2,,화성 헤르메스 호텔,경기 화성시 남양읍 역골로 9-28,경기 화성시 남양읍 남양리 2076-17,3210080,4159026221,2023-04-29 15:00,1,70000,숙박비
e_e000038,호텔 더 메이,1,1,Y,,,2,,주식회사 여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-04-27 00:20,1,66000,월문호텔더메이
e_e000294,봉화회관,0,2,Y,,,2,,,경기 용인시 처인구 포곡읍 부곡로 21,경기 용인시 처인구 포곡읍 전대리 164-3,,,,1,25000,
e_e000294,봉화회관,1,2,Y,,,2,,두부마당,경기 용인시 처인구 포곡읍 포곡로 339,경기 용인시 처인구 포곡읍 삼계리 401-3,3203129,4146125021,2023-05-21 11:47,1,32000,
e_e000294,한화리조트 용인베잔송,1,4,Y,,,2,,한화호텔앤드리조트(주)용인,경기 용인시 처인구 남사읍 봉무로153번길 79,경기 용인시 처인구 남사읍 봉무리 257-1,4409448,4146125921,2023-05-19 17:13,1,54200,
e_e000294,한화리조트 용인베잔송,2,4,Y,,,2,,한화호텔앤드리조트(주),서울 중구 통일로 92,서울 중구 순화동 1-170,3000008,1114016800,2023-05-20 08:25,1,22000,
e_e000301,콘래드 서울,1,1,Y,,,2,,에스아이에프씨호텔디벨로프먼트 유한회사,서울 영등포구 국제금융로8길 10,서울 영등포구 여의도동 34-9,4154067,1156011000,2023-05-19 15:56,1,324500,숙박비
e_e000317,토요코인호텔 영등포점,0,1,Y,,,1,,,서울 영등포구 신길로 293,서울 영등포구 영등포동1가 106,,,,3,59000,
e_e000323,제이모텔,1,2,Y,,,2,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-23 13:22,3,65000,수원 장안 제이
e_e000332,누누모텔,1,2,Y,,,2,,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-05-19 18:25,1,65000,MO-미니룸
e_e000334,호텔스테이지79,1,1,Y,,,2,,주식회사 야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-25 00:00,1,48000,의정부 STAGE79
e_e000336,켄싱턴호텔 여의도,1,1,Y,,,3,,아고다,,,,,,1,242100,숙박비
e_e000336,호텔엠펠리체,1,1,Y,,,3,,아고다,,,,,,1,138141,숙박비
e_e000344,롯데호텔월드,1,1,Y,,,3,,(주)롯데호텔 롯데월드,서울 송파구 올림픽로 240,서울 송파구 잠실동 40-1,3123023,1171010100,2023-05-19 14:11,1,444675,숙박비
e_e000345,W미니호텔,1,2,Y,,,3,,주식회사 여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-05-03 23:33,1,60000,MO-디럭스트윈(넷플릭스)
e_e000347,펠리스빌,0,11,N,,,1,,,644-19,,,,,4,50000,
e_e000352,신라스테이 광화문,0,1,Y,,,2,,,서울 종로구 삼봉로 71,서울 종로구 수송동 156,,,,4,270000,
e_e000366,라마다앙코르바이윈덤 김포한강호텔,1,1,Y,,,3,,(주)메이트아이,서울 강서구 마곡동로 55,서울 강서구 마곡동 774-12,3155046,1150010500,2023-05-17 15:01,1,175130,라마다 앙코르 바이 윈덤 김포
e_e000369,신라스테이 광화문,1,1,Y,,,1,,㈜야놀자 ,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-06-05 00:00,3,257400,신라스테이 광화문
e_e000371,힐스테이트에코마곡나루역오피스텔,0,1,N,,,1,,,서울 강서구 마곡중앙로 161-11,서울 강서구 마곡동 760-1,,,,3,70000,
e_e000381,트멍캠핑장,0,5,Y,,,4,,,경기 포천시 소흘읍 광릉수목원로 932-2,경기 포천시 소흘읍 무림리 94-1,,,,5,120000,
e_e000384,캠핑주막,1,5,Y,,,2,,여주 캠핑주막,경기 여주시 북내면 당전로 470,,3214016,4167036031,2023-02-06 09:29,1,120000,숙박비
e_e000385,어반티지 글램핑 카라반,0,5,Y,,,2,,,,인천 강화군 내가면 고천리 209,,,,3,250000,
e_e000387,에코유캠핑장,1,5,Y,,,4,,동두천 에코유캠핑장,경기 동두천시 천보산로359번길 57,경기 동두천시 탑동동 495-8,4367205,4125011100,2023-05-24 00:00,1,150000,숙박비
e_e000395,파크마린호텔,1,1,Y,,,3,,(주)티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2023-03-06 00:00,1,172050,"(국내숙박 슈퍼위크) 인천 파크마린 호텔 루프탑 수영장 오픈 기념 특가 키즈 / 성인 패키지 , ~6/30까지"
e_e000396,파라다이스시티,0,1,Y,,,2,,,인천 중구 영종해안남로321번길 186,인천 중구 운서동 2874,,,,1,543400,
e_e000397,동두천자연휴양림 복층4호,0,9,Y,,,3,,,산16,,,,,1,200000,
e_e000403,쉐르빌온천관광호텔,1,1,Y,,,3,,아고다,,,,,2023-05-18 00:00,1,103370,숙박비
e_e000412,호텔도노,0,1,Y,,,1,,,경기 수원시 팔달구 신풍로 68,경기 수원시 팔달구 장안동 30-6,,,,1,81626,
e_e000418,포천자연마을 서울캠핑장,1,5,Y,,,3,,경기도 포천 자연마을 서울캠핑장,경기 포천시 관인면 북원로 371-115,,3000133,4165040026,2023-06-03 00:00,1,25300,"(텐트 제공,전 국민 예약)포천 서울캠핑장"
e_e000422,포포인츠 바이 쉐라톤 조선 서울명동,1,1,Y,,,1,,(주)조선호텔앤리조트 포포인즈 조선,서울 중구 삼일대로10길 36,서울 중구 저동2가 89,4103168,1114016100,2023-06-04 14:45,1,130438,숙박비
e_e000422,포포인츠 바이쉐라톤 서울구로,1,1,Y,,,1,,와이씨앤티(주)포포인츠 바이 쉐라톤,서울 구로구 디지털로32길 72,서울 구로구 구로동 1128-1,4148337,1153010200,2023-06-05 17:47,1,150920,
e_e000430,호텔아띠,1,2,Y,,,1,,주식회사 여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-05-23 22:08,1,35000,"MO-준특실(넷플릭스,디즈니)"
e_e000430,호텔코고라,1,2,Y,,,1,,,,,,,2023-05-19 00:00,3,80000,숙박비
e_e000432,포포인츠바이쉐라톤 수원호텔,1,1,Y,,,2,,포포인트바이쉐라톤,경기 수원시 팔달구 효원로307번길 27,경기 수원시 팔달구 인계동 1122-8,4328473,4111514100,2023-05-21 17:34,1,215600,숙박비
e_e000438,나인트리프리미어호텔 인사동,1,1,Y,,,4,,(주)위메프,서울 강남구 영동대로 502,,2122002,1168010500,2023-04-01 01:05,1,525600,나인트리 프리미어 호텔 인사동
e_e000438,나인트리프리미어호텔 인사동,3,1,Y,,,4,,파르나스호텔 주식회사,서울 종로구 인사동길 49,,4100259,1111012800,2023-05-27 16:25,1,30000,
e_e000445,세인트펜션,1,3,Y,,,2,, 주식회사 야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-13 00:45,1,124000,포천 세인트펜션(애견 허브5분 불멍)
e_e000448,숙소,0,10,N,,,3,,,신현리 258-2,,,,,4,0,
e_e000451,Capsule 24,0,7,Y,,,3,,,부평구 육동로 7,,,,,1,75000,
e_e000453,소테츠호텔즈 더스프라지르 서울명동,1,1,Y,,,3,,아고다,,,,,2023-02-21 12:08,1,361490,소테츠 호텔 더 스프라지르 서울 명동
e_e000460,그랜드인터컨티넨탈 서울파르나스,1,1,Y,,,3,,그랜드 인터컨티넨탈 서울 파르나스,,,,,2023-05-15 00:00,1,387200,숙박비
e_e000466,핀란드캠핑성,1,5,Y,,,4,,주식회사 핀란드캠핑성,경기 가평군 상면 물골길 102,경기 가평군 상면 봉수리 14,4448074,4182033029,2023-02-14 10:55,1,157731,계곡5(계곡뷰)
e_e000469,백궁가든펜션,0,3,Y,,,21,,,경기 포천시 신북면 청신로1059번길 17,경기 포천시 신북면 갈월리 454,,,,5,450000,
e_e000472,더큐브호텔,0,7,Y,,,1,,,서울 중구 퇴계로20길 31,서울 중구 남산동2가 18-9,,,,1,49000,
e_e000472,서울숲스테이,0,7,Y,,,1,,,서울 성동구 왕십리로 108-1,서울 성동구 성수동1가 656-1066,,,,1,25000,
e_e000474,아셈호텔,2,1,Y,,,1,,주식회사아셈,경기 김포시 태장로795번길 145,경기 김포시 장기동 2011-2,4427682,4157010400,2023-05-22 10:32,1,130000,테라스 스위트
e_e000474,카카오호텔,1,1,Y,,,1,,주식회사 야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-22 14:31,1,75000,인천(구월동)카카오 호텔 숙박비
e_e000477,약수동산,0,5,Y,,,2,,,경기 양평군 옥천면 약수동산길 86,경기 양평군 옥천면 옥천리 936,,,,5,115000,
e_e000482,글래드 여의도,0,1,Y,,,2,,,서울 영등포구 의사당대로 16,서울 영등포구 여의도동 17-5,,,,1,335104,
e_e000483,가평프리미엄키즈풀빌라,1,3,Y,,,8,,,,,,,2023-05-27 00:00,1,980000,가평 프리미엄키즈풀빌라펜션
e_e000490,호텔쿠레타케소 인사동,0,1,Y,,,1,,,서울 종로구 인사동길 20-9,서울 종로구 인사동 34-2,,,,1,71400,
e_e000491,자일랜드글램핑,1,5,Y,,,3,,캠핑톡 주식회사,서울 중구 청계천로 40,서울 중구 다동 10,3100021,1114010200,2023-04-28 15:09,1,139000,(자일랜드)*VIP글램핑*냉난방/개별화장실샤워실
e_e000496,경원재앰배서더 인천,1,1,Y,,,2,,주식회사 야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-15 01:16,3,229740,경원재 앰배서더 인천
e_e000500,알멕스랜드,1,4,Y,,,4,,(주)다날,경기 성남시 분당구 분당로 55,,3180026,4113510500,2023-04-04 13:35,1,380000,숙박비
e_e000509,토요코인호텔 영등포점,1,1,Y,,,2,,호텔스 닷컴,서울 종로구 종로5길 7,,4100360,1111012200,2023-05-15 00:00,1,91976,토요코인 서울영등포
e_e000526,서울큐브이화,1,7,Y,,,1,,서울큐브이화,서울 마포구 대흥로30길 18-10,서울 마포구 염리동 9-124,4139056,1144010900,2023-05-15 00:00,3,25000,도미토리캡슐룸 여성전용
e_e000531,스테이엘펜션,0,3,Y,,,2,,,경기 가평군 상면 수목원로386번길 14-19,,,,,5,185000,
e_e000540,파크마린호텔,1,1,Y,,,3,,야놀자 클라우드코리아,서울 강남구 테헤란로114길 38,서울 강남구 대치동 1004,4166716,1168010600,2023-05-30 00:00,1,147870,[인천호텔] 인천 파크마린호텔
e_e000547,경기도교직원가평수덕원,0,4,Y,,,4,,,경기 가평군 가평읍 북한강변로 238,경기 가평군 가평읍 금대리 520-5,,,,5,10000,
e_e000548,곤지암리조트,1,4,Y,,,3,,,,,,,2023-05-27 00:00,1,238000,화담숲 패키지(프라임 3인)
e_e000548,곤지암리조트,2,4,Y,,,3,,곤지암리조트,경기 광주시 도척면 도척윗로 278,,3211012,4161033026,2023-05-18 00:00,1,238000,프라임 객실+화담숲 이용권 3매
e_e000560,금은모래캠핑장,1,5,Y,,,2,,소스팜 주식회사,서울 강남구 도곡로1길 14,서울 강남구 역삼동 837-26,4166219,1168010100,2023-04-20 10:21,1,15000,금은모래 캠핑장
e_e000561,아트포레,0,10,N,,,1,,,인천 연수구 인천타워대로 257,인천 연수구 송도동 84-2,,,,4,0,
e_e000563,호텔야자 종로점,1,1,Y,,,2,,주식회사 야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-26 15:24,1,126740,종로  YAJA 종로점 외 1건
e_e000567,국립아세안자연휴양림,1,9,Y,,,4,,아세안 자연휴양림,경기 양주시 백석읍 기산로 472,경기 양주시 백석읍 기산리 산 103-1,3206109,4163025027,2023-05-18 17:45,1,45000,캄보디아(4인실)
e_e000590,탑클라우드호텔 수원점,1,1,Y,,,2,,여기어때,,,,,,1,48000,MO-STANDARD A
e_e000594,철이네캠핑랜드,0,5,Y,,,2,,,경기 용인시 처인구 백암면 용천로 205,경기 용인시 처인구 백암면 용천리 627-15,,,,5,170000,
e_e000595,곤지암리조트,1,4,Y,,,2,,(주)디앤오,경기 광주시 도척면 도척윗로 278,,3211012,4161033026,2023-05-28 11:22,1,60000,숙박비
e_e000599,더플라자,1,1,Y,,,2,,더 플라자 서울,서울 중구 소공로 119,,3101004,1114011400,2023-06-04 00:00,1,251680,숙박비
e_e000603,호텔PJ,1,1,Y,,,4,,아고다,,,,,2023-05-22 00:00,1,357048,Hotel Myeongdong
e_e000607,일월일지,1,3,Y,,,4,,일월일지,경기 양평군 단월면 통골길 71,경기 양평군 단월면 명성리 17-1,4452355,4183036027,2023-05-20 16:01,1,520000,
e_e000608,라마다 서울동대문,0,1,N,,,1,,,서울 중구 동호로 354,,,,,4,0,
e_e000615,호텔소노,1,1,Y,,,2,,신포 호텔소노,인천 중구 우현로9번길 13,인천 중구 사동 15-1,4247247,2811012200,2023-06-02 22:12,3,85000,숙박비
e_e000618,더플라자,1,1,Y,,,2,,더 플라자 호텔,서울 중구 소공로 119,서울 중구 태평로2가 23,3101004,1114011400,2023-05-29 14:05,1,366120,숙박비
e_e000621,홀리데이인인천송도,0,1,Y,,,1,,,인천 연수구 인천타워대로 251,인천 연수구 송도동 33-1,,,,2,280000,
e_e000623,반달곰이살던숲,1,5,Y,,,6,,(주)다날,경기 성남시 분당구 분당로 55,,3180026,4113510500,2023-04-01 10:01,1,220000,숙박비
e_e000627,오라카이 송도파크호텔,1,1,Y,,,1,,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-04-26 00:00,1,76000,오라카이 송도파크 호텔
e_e000628,소노휴 양평,0,4,Y,,,3,,,경기 양평군 개군면 신내길7번길 55,경기 양평군 개군면 공세리 389-7,,,,1,150000,
e_e000628,클럽보드리조트,0,4,Y,,,3,,,경기 가평군 가평읍 북한강변로 214,경기 가평군 가평읍 금대리 510,,,,5,200000,
e_e000644,킨텍스캠핑장,0,5,Y,,,4,,,경기 고양시 일산서구 킨텍스로 217-25,경기 고양시 일산서구 대화동 2720,,,,5,25000,
e_e000647,친구의 친지집,0,10,N,,,2,,,1157-3번지,,,,,4,0,
e_e000651,자라섬 캠핑장 카라반C,1,5,Y,,,4,,가평군시설관리공단,경기 가평군 가평읍 문화로 131,,3216052,4182025022,2023-05-15 23:46,1,80000,자라섬캠핑장 카라반C 주중 카라반C 16
e_e000655,A플러스호텔,1,1,Y,,,1,,(주)여기어때,서울 강남구 봉은사로 479,,3122004,1168010500,2023-05-20 13:01,1,60000,MO-일반실A넷플릭스
e_e000655,에스모텔,1,1,Y,,,1,,주식회사 여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-05-21 06:49,1,33000,MO-준특실
e_e000669,포천자연마을 서울캠핑장,1,5,Y,,,4,,(주)케이지이니시스,서울 중구 통일로 92,서울 중구 순화동 1-170,3000008,1114016800,2023-05-02 15:10,1,17710,포천자연마을 서울캠핑장
e_e000669,프렌즈펜션캠핑,1,3,Y,,,4,,프렌즈펜션,경기 포천시 이동면 포화로 123,,3000135,4165038022,2023-05-23 13:27,3,99000,숙박비
e_e000673,위코스테이 영종,0,1,Y,,,1,,,인천 중구 영종진광장로 10,인천 중구 중산동 1947-5,,,,1,110000,
e_e000680,숙소에 도착,0,1,Y,,,3,,,페어몬트호텔,,,,,1,1000000,
e_e000682,호텔달,1,2,Y,,,2,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-17 21:35,1,45000,수원(북수동)호텔 달(DAL)
e_e000707,DMZ마루캠핑장,0,5,Y,,,4,,,경기 연천군 중면 군중로 399,경기 연천군 중면 삼곶리 317-3,,,,5,100000,
e_e000707,로하스캠핑,0,5,N,,,4,,,경기 연천군 중면 군중로 319-46,경기 연천군 중면 삼곶리 185,,,,4,0,
e_e000710,분지울작은캠핑장,1,5,Y,,,2,,분지울작은캠프장,경기 양평군 단월면 분지울1길 81,경기 양평군 단월면 명성리 98-1,4451556,4183036027,2023-05-20 00:00,1,60000,숙박비
e_e000710,분지울작은캠핑장,2,5,Y,,,2,,분지울작은캠핑장,경기 양평군 단월면 분지울1길 81,경기 양평군 단월면 명성리 98-1,4451556,4183036027,2023-05-15 23:30,3,60000,숙박비
e_e000715,지뜨,1,1,Y,,,2,,주식회사 야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-20 02:25,1,124000,시흥(거북섬)호텔지뜨
e_e000718,경기도 수원시 권선구 권광로123번길 25,1,2,Y,,,1,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-23 23:50,1,48000,수원시청역 하루
e_e000718,수원시청역 하루,0,2,Y,,,1,,,관광로 123번길 25,,,,,1,48000,
e_e000733,자연과별가평천문대,0,3,Y,,,4,,,경기 가평군 북면 백둔로342번길 115-33,경기 가평군 북면 백둔리 122-3,,,,1,336000,
e_e000734,힐스테이트삼송역스칸센오피스텔(2블록),0,10,Y,,,1,,,경기 고양시 덕양구 삼송로 240,경기 고양시 덕양구 삼송동 294,,,,4,0,
e_e000747,해목글램핑,1,5,Y,,,7,,(주)티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2023-04-19 00:00,1,159000,가평 해목 글램핑
e_e000747,해목글램핑,2,5,Y,,,7,,(주)티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2023-04-19 19:31,1,159000,(가평군)가평 해목 글램핑
e_e000765,라벤더온천모텔,1,2,N,,,3,,라벤더온천텔,경기 화성시 팔탄면 버들로1597번길 22,경기 화성시 팔탄면 월문리 235-68,4430548,4159036032,2023-05-21 18:03,1,55000,
e_e000771,곤지암리조트 West빌리지,1,4,Y,,,3,,(주)디앤오,경기 광주시 도척면 도척윗로 278,,3211012,4161033026,2023-06-03 09:31,1,60000,객실
e_e000774,더블스테이 쁘띠로키즈풀빌라,1,3,Y,,,7,,주식회사 떠나요,서울 성동구 광나루로6길 54,서울 성동구 성수동2가 279-14,4109035,1120011500,2023-05-30 10:12,1,350000,쁘띠로 다섯동
e_e000785,미리내리조트힐빙클럽,1,4,Y,,,5,,(주)미리내,경기 양평군 지평면 월산저수지길 21,,4452135,4183039523,2023-05-20 17:40,3,161465,객실 -복층
e_e000789,파크뷰테라스호텔,1,1,Y,,,4,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,,3,165000,파주 파크뷰테라스 호텔
e_e000791,친구 집,0,10,Y,,,2,,,61-28,,,,,4,0,
e_e000804,글래드 마포,1,1,Y,,,2,,글래드 마포,서울 마포구 마포대로 92,서울 마포구 도화동 25-13,2113001,1144010400,2023-05-14 02:13,3,119000,숙박비
e_e000804,호텔라르,1,1,Y,,,2,,호텔 라르 김포,경기 김포시 고촌읍 장차로5번길 5-9,경기 김포시 고촌읍 신곡리 1068-3,4427514,4157025324,2023-05-14 10:00,3,185000,숙박비
e_e000810,소담빌,1,11,Y,,,1,,에어비앤비,,,,,2023-05-07 22:15,1,99660,숙박비
e_e000812,경기도교직원가평수덕원,1,4,Y,,,4,,가평수덕원,경기 가평군 가평읍 북한강변로 238,경기 가평군 가평읍 금대리 531-2,3216019,4182025034,2023-05-12 23:49,3,10000,
e_e000817,평화누리캠핑장,1,5,Y,,,3,,,,,,,2023-04-05 00:00,1,170000,카라반존 B
e_e000818,무아레 도그라운드,0,3,Y,,,2,,,삼회리 464 (경기 가평군 청평면 북한강로1636번길 25),,,,,4,0,
e_e000826,로하스캠핑,0,5,Y,,,3,,,경기 연천군 중면 군중로 319-46,경기 연천군 중면 삼곶리 185,,,,5,320000,
e_e000826,로하스캠핑장,0,5,Y,,,3,,,경기 연천군 중면 군중로 319-46,,,,,3,0,
e_e000828,호텔알로하,1,1,Y,,,2,,㈜야놀자 ,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-18 02:37,1,100000,포천(일동)알로하
e_e000828,호텔알로하,2,1,Y,,,2,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-24 00:00,1,88000,포천일동 알로하
e_e000840,공감키즈펜션,0,3,Y,,,4,,,경기 가평군 상면 임초밤안골로 212,경기 가평군 상면 임초리 602-3,,,,1,279000,
e_e000841,호텔도노,0,1,Y,,,3,,,경기 수원시 팔달구 신풍로 68,경기 수원시 팔달구 장안동 30-6,,,,1,61643,
e_e000856,맹그로브 신설점,0,11,Y,,,2,,,서울 동대문구 왕산로 22,서울 동대문구 신설동 98-24,,,,4,229040,
e_e000861,토요코인호텔 서울동대문2,0,1,Y,,,2,,,서울 중구 퇴계로 325,서울 중구 광희동2가 14-1,,,,1,200170,
e_e000863,소풍모텔,1,2,Y,,,2,,주식회사 여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-05-27 00:00,3,59350,MO일반룸넷플릭스
e_e000863,호텔아르떼,1,1,Y,,,2,,아고다,,,,,2023-05-21 00:00,1,97325,Hotel Arte
e_e000865,오션솔레뷰호텔,0,1,Y,,,1,,,인천 중구 영종진광장로 32,인천 중구 중산동 1947-1,,,,1,51000,
e_e000872,칼봉산자연휴양림,0,9,Y,,,5,,,경기 가평군 가평읍 경반안로 454,경기 가평군 가평읍 경반리 산 137,,,,1,130000,
e_e000877,경기도 용인시 양지면 식금리 182-46,0,10,Y,,,6,,,식금리 182-46,,,,,3,200000,
e_e000883,토요코인호텔 서울강남점,0,1,Y,,,1,,,서울 서초구 강남대로 323,서울 서초구 서초동 1337-27,,,,1,57269,
e_e000902,돈키호텔,0,2,Y,,,2,,,인천 중구 우현로9번길 36,인천 중구 사동 17-44,,,,1,35000,
e_e000902,오션파크나인호텔,0,1,Y,,,2,,,인천 중구 영종진광장로 10,인천 중구 중산동 1947-5,,,,1,36000,
e_e000906,바다로글램핑,0,5,Y,,,1,,,인천 강화군 화도면 해안남로 2421-228,인천 강화군 화도면 장화리 467-4,,,,5,210000,
e_e000906,장화리낙조마을,0,5,N,,,1,,,,인천 강화군 화도면 장화리 433-4,,,,4,0,
e_e000917,파로스관광호텔,1,1,Y,,,4,,아고다,,,,,2023-05-24 00:00,1,81358,HOTEL PHAROS
e_e000930,어반스테이 부티크 익선,0,1,Y,,,2,,,서울 종로구 돈화문로11나길 53,서울 종로구 익선동 53,,,,4,400000,
e_e000936,오라카이 송도파크호텔,1,1,Y,,,2,,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-05-26 11:39,1,111320,HO-(무료 뷰UP!) 디럭스
e_e000942,평화누리체험장,0,5,Y,,,2,,,경기 연천군 장남면 원당로87번길 34,경기 연천군 장남면 원당리 678,,,,5,58000,
e_e000942,평화누리체험장,1,5,Y,,,2,,연천평화누리체험장,경기 연천군 장남면 원당로87번길 34,경기 연천군 장남면 원당리 678,4445291,4180038021,2023-06-03 00:00,1,58000,(2동 한정 특가) 대형카라반 
e_e000946,파크 하얏트 서울,0,1,Y,,,1,,,서울 강남구 테헤란로 606,서울 강남구 대치동 995-14,,,,1,429000,
e_e000947,한화리조트 산정호수안시,1,4,Y,,,2,,네이버파이낸셜주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-03-23 00:00,1,60000,[네고왕]한화리조트 전지점 초특가 행사
e_e000950,개울가오토캠핑장,0,5,Y,,,10,,,경기 가평군 설악면 유명로 654-58,경기 가평군 설악면 가일리 185-3,,,,5,270000,
e_e000951,궁게스트하우스,1,7,Y,,,1,,종로한옥궁게스트하우스,서울 종로구 율곡로8길 67,서울 종로구 와룡동 60,4100240,1111013000,2023-06-07 00:00,1,40000,숙박비
e_e000961,황새울로258번길 35,0,10,N,,,4,,,경기 성남시 분당구 황새울로258번길 35,,,,,4,0,
e_e000973,동화카라반캠핑장,1,5,Y,,,4,,주식회사트립일레븐,서울 금천구 가산디지털1로 186,서울 금천구 가산동 459-11,3117001,1154510100,2023-06-01 07:13,1,204320,[7%할인][경기/가평]가평 동화카라반
e_e000994,크리스월드,0,8,Y,,,3,,,경기 가평군 가평읍 북한강변로 360-91,경기 가평군 가평읍 금대리 49-4,,,,5,210000,
e_e000997,이포보 오토캠핑장,1,5,Y,,,3,,소스팜 주식회사,서울 강남구 도곡로1길 14,서울 강남구 역삼동 837-26,4166219,1168010100,2023-05-23 09:20,1,30000,이포보 오토캠핑장
e_e000998,새연카라반리조트 가평현리1호점,2,5,Y,,,3,,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-05-22 16:45,1,239000,새연리조트
e_e001001,경기도 양평군 단월면 석산리 산 100-4,0,5,N,,,2,,,경기도 양평군 단월면 석산리 산 100-4,,,,,4,0,
e_e001001,양평불한증막,0,11,N,,,2,,,경기 양평군 양서면 경강로 1062-4,경기 양평군 양서면 복포리 346-2,,,,5,30000,
e_e001009,디어스 명동,0,1,Y,,,2,,,서울 중구 퇴계로 176,서울 중구 남학동 13-2,,,,1,100000,
